customer_id,name,email,phone,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,tech_support,online_security,churn
C10445,Customer 10445,customer10445@example.com,+91-9000010444,37,92.8,3635.9,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
C10446,Customer 10446,customer10446@example.com,+91-9000010445,48,77.31,3667.36,Month-to-month,DSL,Electronic check,No,No,0
C10447,Customer 10447,customer10447@example.com,+91-9000010446,23,43.85,956.37,Month-to-month,DSL,Bank transfer,No,Yes,0
C10448,Customer 10448,customer10448@example.com,+91-9000010447,69,104.52,6860.4,Two year,DSL,Electronic check,No,Yes,0
C10449,Customer 10449,customer10449@example.com,+91-9000010448,38,121.06,4810.43,Month-to-month,Fiber optic,Electronic check,No,No,0
C10450,Customer 10450,customer10450@example.com,+91-9000010449,21,97.18,2183.05,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10451,Customer 10451,customer10451@example.com,+91-9000010450,70,116.79,8016.05,Month-to-month,DSL,Electronic check,No,No,0
C10452,Customer 10452,customer10452@example.com,+91-9000010451,67,123.42,7711.9,Two year,Fiber optic,Mailed check,No,No,1
C10453,Customer 10453,customer10453@example.com,+91-9000010452,36,60.21,2029.12,Month-to-month,No,Bank transfer,Yes,No,1
C10454,Customer 10454,customer10454@example.com,+91-9000010453,2,88.82,182.03,One year,DSL,Electronic check,No,No,0
C10455,Customer 10455,customer10455@example.com,+91-9000010454,43,72.39,3048.4,One year,Fiber optic,Electronic check,Yes,No,0
C10456,Customer 10456,customer10456@example.com,+91-9000010455,40,123.66,4887.94,One year,Fiber optic,Credit card,No,Yes,1
C10457,Customer 10457,customer10457@example.com,+91-9000010456,11,34.38,368.32,Month-to-month,DSL,Bank transfer,No,No,1
C10458,Customer 10458,customer10458@example.com,+91-9000010457,46,66.24,3030.24,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
C10459,Customer 10459,customer10459@example.com,+91-9000010458,61,112.55,7023.24,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C10460,Customer 10460,customer10460@example.com,+91-9000010459,8,53.41,430.09,Month-to-month,DSL,Credit card,No,Yes,0
C10461,Customer 10461,customer10461@example.com,+91-9000010460,53,103.78,5204.85,One year,DSL,Mailed check,No,No,0
C10462,Customer 10462,customer10462@example.com,+91-9000010461,11,63.28,695.11,Month-to-month,No,Bank transfer,Yes,No,1
C10463,Customer 10463,customer10463@example.com,+91-9000010462,54,123.0,6600.14,Month-to-month,DSL,Electronic check,Yes,Yes,0
C10464,Customer 10464,customer10464@example.com,+91-9000010463,31,113.35,3539.56,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C10465,Customer 10465,customer10465@example.com,+91-9000010464,1,55.13,51.7,One year,Fiber optic,Electronic check,No,Yes,1
C10466,Customer 10466,customer10466@example.com,+91-9000010465,70,102.02,6745.51,Month-to-month,Fiber optic,Credit card,No,Yes,1
C10467,Customer 10467,customer10467@example.com,+91-9000010466,12,58.69,707.69,One year,Fiber optic,Mailed check,Yes,No,0
C10468,Customer 10468,customer10468@example.com,+91-9000010467,43,85.64,3550.21,Month-to-month,Fiber optic,Mailed check,No,No,1
C10469,Customer 10469,customer10469@example.com,+91-9000010468,14,90.85,1298.16,Two year,Fiber optic,Credit card,No,No,0
C10470,Customer 10470,customer10470@example.com,+91-9000010469,68,107.96,7191.81,One year,Fiber optic,Electronic check,No,Yes,0
C10471,Customer 10471,customer10471@example.com,+91-9000010470,54,27.45,1416.07,Month-to-month,Fiber optic,Mailed check,Yes,No,0
C10472,Customer 10472,customer10472@example.com,+91-9000010471,58,47.02,2795.4,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C10473,Customer 10473,customer10473@example.com,+91-9000010472,32,96.19,3025.83,Month-to-month,Fiber optic,Electronic check,No,No,1
C10474,Customer 10474,customer10474@example.com,+91-9000010473,34,81.35,2614.38,Month-to-month,DSL,Credit card,Yes,No,1
C10475,Customer 10475,customer10475@example.com,+91-9000010474,46,74.56,3599.22,Month-to-month,Fiber optic,Electronic check,Yes,No,1
C10476,Customer 10476,customer10476@example.com,+91-9000010475,57,30.52,1720.65,Two year,Fiber optic,Credit card,Yes,No,0
C10477,Customer 10477,customer10477@example.com,+91-9000010476,61,59.83,3892.01,One year,DSL,Mailed check,No,Yes,0
C10478,Customer 10478,customer10478@example.com,+91-9000010477,2,111.51,212.08,Month-to-month,DSL,Credit card,No,Yes,1
C10479,Customer 10479,customer10479@example.com,+91-9000010478,48,28.09,1429.51,One year,Fiber optic,Credit card,No,No,0
C10480,Customer 10480,customer10480@example.com,+91-9000010479,8,64.64,543.26,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
C10481,Customer 10481,customer10481@example.com,+91-9000010480,21,119.51,2350.66,Two year,Fiber optic,Electronic check,No,No,1
C10482,Customer 10482,customer10482@example.com,+91-9000010481,60,30.09,1814.55,Month-to-month,Fiber optic,Credit card,No,Yes,1
C10483,Customer 10483,customer10483@example.com,+91-9000010482,19,99.97,1946.14,One year,No,Bank transfer,No,No,0
C10484,Customer 10484,customer10484@example.com,+91-9000010483,58,50.76,2941.95,One year,Fiber optic,Mailed check,Yes,Yes,0
C10485,Customer 10485,customer10485@example.com,+91-9000010484,34,111.66,3729.78,Month-to-month,DSL,Electronic check,No,Yes,1
C10486,Customer 10486,customer10486@example.com,+91-9000010485,17,99.61,1813.62,Month-to-month,No,Electronic check,No,No,1
C10487,Customer 10487,customer10487@example.com,+91-9000010486,25,113.57,2930.48,Month-to-month,DSL,Electronic check,No,No,1
C10488,Customer 10488,customer10488@example.com,+91-9000010487,39,46.59,1952.45,Two year,Fiber optic,Credit card,No,No,0
C10489,Customer 10489,customer10489@example.com,+91-9000010488,56,78.13,4617.66,Month-to-month,Fiber optic,Credit card,No,No,1
C10490,Customer 10490,customer10490@example.com,+91-9000010489,44,102.93,4758.72,One year,DSL,Mailed check,No,Yes,0
C10491,Customer 10491,customer10491@example.com,+91-9000010490,68,49.57,3492.45,One year,Fiber optic,Electronic check,No,Yes,0
C10492,Customer 10492,customer10492@example.com,+91-9000010491,63,48.07,3099.19,Two year,Fiber optic,Bank transfer,No,Yes,0
C10493,Customer 10493,customer10493@example.com,+91-9000010492,55,27.72,1618.97,Month-to-month,DSL,Electronic check,No,No,1
C10494,Customer 10494,customer10494@example.com,+91-9000010493,44,120.85,5413.89,Month-to-month,DSL,Electronic check,Yes,Yes,1
C10495,Customer 10495,customer10495@example.com,+91-9000010494,21,96.0,1879.01,One year,DSL,Electronic check,No,Yes,0
C10496,Customer 10496,customer10496@example.com,+91-9000010495,30,88.56,2691.9,Month-to-month,DSL,Bank transfer,No,No,0
C10497,Customer 10497,customer10497@example.com,+91-9000010496,9,99.4,837.75,Two year,Fiber optic,Bank transfer,Yes,No,1
C10498,Customer 10498,customer10498@example.com,+91-9000010497,27,78.16,2262.03,Month-to-month,Fiber optic,Electronic check,Yes,No,1
C10499,Customer 10499,customer10499@example.com,+91-9000010498,67,72.61,4979.03,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
C10500,Customer 10500,customer10500@example.com,+91-9000010499,31,69.95,2187.76,Two year,Fiber optic,Credit card,No,No,0
C10501,Customer 10501,customer10501@example.com,+91-9000010500,9,89.04,762.62,Month-to-month,DSL,Electronic check,No,No,1
C10502,Customer 10502,customer10502@example.com,+91-9000010501,47,45.15,2127.4,Month-to-month,DSL,Electronic check,Yes,Yes,1
C10503,Customer 10503,customer10503@example.com,+91-9000010502,70,113.81,7765.98,Month-to-month,Fiber optic,Credit card,No,No,1
C10504,Customer 10504,customer10504@example.com,+91-9000010503,63,106.18,6877.05,Month-to-month,No,Credit card,No,Yes,0
C10505,Customer 10505,customer10505@example.com,+91-9000010504,20,59.96,1219.23,Two year,Fiber optic,Credit card,No,No,1
C10506,Customer 10506,customer10506@example.com,+91-9000010505,33,82.86,2734.08,Month-to-month,DSL,Electronic check,No,No,1
C10507,Customer 10507,customer10507@example.com,+91-9000010506,39,39.1,1464.57,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
C10508,Customer 10508,customer10508@example.com,+91-9000010507,18,122.23,2209.2,Month-to-month,No,Mailed check,Yes,No,1
C10509,Customer 10509,customer10509@example.com,+91-9000010508,20,115.29,2291.67,Two year,Fiber optic,Bank transfer,Yes,No,0
C10510,Customer 10510,customer10510@example.com,+91-9000010509,18,117.19,2227.97,Month-to-month,DSL,Bank transfer,No,No,1
C10511,Customer 10511,customer10511@example.com,+91-9000010510,72,58.22,4456.32,Two year,DSL,Mailed check,No,No,0
C10512,Customer 10512,customer10512@example.com,+91-9000010511,54,41.91,2357.01,Two year,Fiber optic,Electronic check,No,No,0
C10513,Customer 10513,customer10513@example.com,+91-9000010512,61,46.18,2735.69,Month-to-month,No,Credit card,Yes,Yes,0
C10514,Customer 10514,customer10514@example.com,+91-9000010513,59,34.0,1857.75,Two year,Fiber optic,Credit card,Yes,Yes,0
C10515,Customer 10515,customer10515@example.com,+91-9000010514,70,37.01,2767.01,One year,DSL,Electronic check,No,No,1
C10516,Customer 10516,customer10516@example.com,+91-9000010515,8,32.13,277.27,Month-to-month,Fiber optic,Credit card,Yes,No,0
C10517,Customer 10517,customer10517@example.com,+91-9000010516,64,123.98,7461.2,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10518,Customer 10518,customer10518@example.com,+91-9000010517,5,32.41,166.86,Two year,Fiber optic,Credit card,No,No,0
C10519,Customer 10519,customer10519@example.com,+91-9000010518,35,38.25,1322.72,One year,Fiber optic,Mailed check,Yes,No,1
C10520,Customer 10520,customer10520@example.com,+91-9000010519,43,107.73,4371.88,One year,Fiber optic,Credit card,Yes,No,0
C10521,Customer 10521,customer10521@example.com,+91-9000010520,26,83.02,2330.55,Two year,DSL,Electronic check,No,No,1
C10522,Customer 10522,customer10522@example.com,+91-9000010521,11,102.44,1204.95,Month-to-month,Fiber optic,Credit card,No,No,1
C10523,Customer 10523,customer10523@example.com,+91-9000010522,14,88.09,1328.49,Two year,Fiber optic,Mailed check,Yes,No,0
C10524,Customer 10524,customer10524@example.com,+91-9000010523,60,113.22,6406.15,Two year,No,Bank transfer,No,No,1
C10525,Customer 10525,customer10525@example.com,+91-9000010524,23,88.85,2040.91,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
C10526,Customer 10526,customer10526@example.com,+91-9000010525,23,77.21,1888.28,Month-to-month,Fiber optic,Electronic check,Yes,No,1
C10527,Customer 10527,customer10527@example.com,+91-9000010526,67,96.27,6630.86,Month-to-month,Fiber optic,Credit card,Yes,No,0
C10528,Customer 10528,customer10528@example.com,+91-9000010527,11,69.74,759.11,Two year,Fiber optic,Electronic check,Yes,Yes,1
C10529,Customer 10529,customer10529@example.com,+91-9000010528,66,59.61,3944.77,Month-to-month,Fiber optic,Electronic check,No,No,1
C10530,Customer 10530,customer10530@example.com,+91-9000010529,67,71.77,4453.6,One year,Fiber optic,Mailed check,No,No,0
C10531,Customer 10531,customer10531@example.com,+91-9000010530,44,41.97,1879.63,Month-to-month,Fiber optic,Mailed check,Yes,No,0
C10532,Customer 10532,customer10532@example.com,+91-9000010531,12,104.66,1328.2,Month-to-month,Fiber optic,Mailed check,No,Yes,1
C10533,Customer 10533,customer10533@example.com,+91-9000010532,12,51.07,564.09,One year,Fiber optic,Bank transfer,No,No,1
C10534,Customer 10534,customer10534@example.com,+91-9000010533,21,40.35,801.25,Month-to-month,DSL,Electronic check,No,No,1
C10535,Customer 10535,customer10535@example.com,+91-9000010534,42,49.64,2090.88,Two year,Fiber optic,Bank transfer,No,No,0
C10536,Customer 10536,customer10536@example.com,+91-9000010535,12,109.21,1323.3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
C10537,Customer 10537,customer10537@example.com,+91-9000010536,33,58.02,1866.67,Two year,Fiber optic,Credit card,No,No,0
C10538,Customer 10538,customer10538@example.com,+91-9000010537,9,93.6,778.77,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
C10539,Customer 10539,customer10539@example.com,+91-9000010538,39,110.64,4483.14,Two year,Fiber optic,Bank transfer,No,Yes,0
C10540,Customer 10540,customer10540@example.com,+91-9000010539,2,32.77,62.84,One year,Fiber optic,Electronic check,Yes,Yes,0
C10541,Customer 10541,customer10541@example.com,+91-9000010540,52,101.5,5400.09,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10542,Customer 10542,customer10542@example.com,+91-9000010541,4,55.77,225.19,Month-to-month,DSL,Credit card,No,No,1
C10543,Customer 10543,customer10543@example.com,+91-9000010542,15,46.66,692.15,Month-to-month,Fiber optic,Credit card,No,No,0
C10544,Customer 10544,customer10544@example.com,+91-9000010543,13,93.89,1238.2,One year,Fiber optic,Electronic check,Yes,No,0
C10545,Customer 10545,customer10545@example.com,+91-9000010544,60,115.98,7175.96,Two year,Fiber optic,Electronic check,No,No,1
C10546,Customer 10546,customer10546@example.com,+91-9000010545,4,54.5,220.52,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10547,Customer 10547,customer10547@example.com,+91-9000010546,31,81.88,2561.64,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C10548,Customer 10548,customer10548@example.com,+91-9000010547,43,53.98,2297.4,One year,DSL,Mailed check,Yes,Yes,0
C10549,Customer 10549,customer10549@example.com,+91-9000010548,38,80.43,3022.13,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
C10550,Customer 10550,customer10550@example.com,+91-9000010549,50,87.19,4353.2,One year,DSL,Electronic check,Yes,No,0
C10551,Customer 10551,customer10551@example.com,+91-9000010550,58,86.03,4951.48,Month-to-month,Fiber optic,Credit card,No,No,1
C10552,Customer 10552,customer10552@example.com,+91-9000010551,29,87.35,2508.44,One year,Fiber optic,Electronic check,No,No,1
C10553,Customer 10553,customer10553@example.com,+91-9000010552,60,38.51,2203.52,Two year,Fiber optic,Electronic check,No,No,1
C10554,Customer 10554,customer10554@example.com,+91-9000010553,23,94.35,2248.12,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
C10555,Customer 10555,customer10555@example.com,+91-9000010554,71,92.48,6180.47,Month-to-month,No,Electronic check,No,No,0
C10556,Customer 10556,customer10556@example.com,+91-9000010555,37,93.26,3676.27,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10557,Customer 10557,customer10557@example.com,+91-9000010556,53,32.41,1752.04,One year,Fiber optic,Credit card,No,Yes,0
C10558,Customer 10558,customer10558@example.com,+91-9000010557,64,69.68,4137.65,Month-to-month,No,Mailed check,No,No,0
C10559,Customer 10559,customer10559@example.com,+91-9000010558,58,65.9,3919.44,Two year,Fiber optic,Electronic check,Yes,No,0
C10560,Customer 10560,customer10560@example.com,+91-9000010559,62,33.67,2041.28,One year,Fiber optic,Bank transfer,No,Yes,0
C10561,Customer 10561,customer10561@example.com,+91-9000010560,39,47.24,1969.05,Month-to-month,DSL,Electronic check,No,Yes,1
C10562,Customer 10562,customer10562@example.com,+91-9000010561,4,69.1,295.69,One year,DSL,Bank transfer,No,Yes,0
C10563,Customer 10563,customer10563@example.com,+91-9000010562,36,99.29,3772.28,Month-to-month,DSL,Electronic check,No,No,1
C10564,Customer 10564,customer10564@example.com,+91-9000010563,14,48.71,689.34,Two year,DSL,Bank transfer,No,No,0
C10565,Customer 10565,customer10565@example.com,+91-9000010564,65,107.97,7488.74,Month-to-month,Fiber optic,Electronic check,No,No,0
C10566,Customer 10566,customer10566@example.com,+91-9000010565,18,79.58,1466.77,One year,DSL,Mailed check,No,Yes,0
C10567,Customer 10567,customer10567@example.com,+91-9000010566,17,101.04,1820.78,Two year,Fiber optic,Mailed check,No,No,1
C10568,Customer 10568,customer10568@example.com,+91-9000010567,18,72.26,1229.93,One year,DSL,Electronic check,Yes,No,0
C10569,Customer 10569,customer10569@example.com,+91-9000010568,47,74.92,3748.95,Two year,DSL,Credit card,Yes,No,0
C10570,Customer 10570,customer10570@example.com,+91-9000010569,42,86.97,3747.18,Month-to-month,No,Electronic check,No,No,0
C10571,Customer 10571,customer10571@example.com,+91-9000010570,69,117.8,7872.36,Two year,Fiber optic,Credit card,No,No,0
C10572,Customer 10572,customer10572@example.com,+91-9000010571,30,74.18,2402.65,One year,No,Electronic check,Yes,No,0
C10573,Customer 10573,customer10573@example.com,+91-9000010572,21,77.87,1684.17,One year,Fiber optic,Electronic check,No,No,1
C10574,Customer 10574,customer10574@example.com,+91-9000010573,4,85.2,363.07,Month-to-month,DSL,Credit card,No,Yes,0
C10575,Customer 10575,customer10575@example.com,+91-9000010574,1,98.75,90.94,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10576,Customer 10576,customer10576@example.com,+91-9000010575,27,32.19,876.41,One year,Fiber optic,Bank transfer,Yes,No,1
C10577,Customer 10577,customer10577@example.com,+91-9000010576,67,76.57,5304.64,Month-to-month,DSL,Bank transfer,No,Yes,0
C10578,Customer 10578,customer10578@example.com,+91-9000010577,38,73.16,2563.78,One year,No,Electronic check,Yes,Yes,0
C10579,Customer 10579,customer10579@example.com,+91-9000010578,65,117.17,7936.0,Two year,Fiber optic,Electronic check,Yes,No,0
C10580,Customer 10580,customer10580@example.com,+91-9000010579,8,74.35,609.21,Two year,Fiber optic,Bank transfer,Yes,Yes,0
C10581,Customer 10581,customer10581@example.com,+91-9000010580,7,71.83,484.69,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
C10582,Customer 10582,customer10582@example.com,+91-9000010581,61,121.22,7617.96,Two year,Fiber optic,Electronic check,Yes,No,0
C10583,Customer 10583,customer10583@example.com,+91-9000010582,8,70.06,527.38,Month-to-month,DSL,Electronic check,No,Yes,1
C10584,Customer 10584,customer10584@example.com,+91-9000010583,4,43.09,181.3,Month-to-month,No,Bank transfer,No,Yes,1
C10585,Customer 10585,customer10585@example.com,+91-9000010584,30,46.69,1482.78,Two year,Fiber optic,Bank transfer,Yes,Yes,0
C10586,Customer 10586,customer10586@example.com,+91-9000010585,67,34.52,2307.47,Month-to-month,DSL,Credit card,No,Yes,0
C10587,Customer 10587,customer10587@example.com,+91-9000010586,50,25.06,1254.49,Month-to-month,DSL,Bank transfer,No,No,1
C10588,Customer 10588,customer10588@example.com,+91-9000010587,8,68.19,536.97,Month-to-month,Fiber optic,Bank transfer,No,No,0
C10589,Customer 10589,customer10589@example.com,+91-9000010588,61,101.92,6063.27,Month-to-month,No,Bank transfer,No,Yes,1
C10590,Customer 10590,customer10590@example.com,+91-9000010589,61,98.35,6357.29,Two year,No,Electronic check,Yes,No,0
C10591,Customer 10591,customer10591@example.com,+91-9000010590,58,28.21,1585.1,Month-to-month,Fiber optic,Electronic check,No,No,1
C10592,Customer 10592,customer10592@example.com,+91-9000010591,65,82.0,5247.15,Month-to-month,No,Electronic check,No,Yes,1
C10593,Customer 10593,customer10593@example.com,+91-9000010592,18,40.43,704.44,One year,Fiber optic,Credit card,No,No,0
C10594,Customer 10594,customer10594@example.com,+91-9000010593,71,119.11,8668.86,Month-to-month,DSL,Electronic check,No,Yes,0
C10595,Customer 10595,customer10595@example.com,+91-9000010594,24,41.74,1052.12,One year,Fiber optic,Bank transfer,No,Yes,1
C10596,Customer 10596,customer10596@example.com,+91-9000010595,58,87.66,4811.22,Two year,DSL,Bank transfer,No,Yes,0
C10597,Customer 10597,customer10597@example.com,+91-9000010596,42,57.62,2325.07,One year,DSL,Bank transfer,No,Yes,0
C10598,Customer 10598,customer10598@example.com,+91-9000010597,57,89.16,4760.2,Two year,Fiber optic,Credit card,No,No,0
C10599,Customer 10599,customer10599@example.com,+91-9000010598,46,66.23,2880.94,Month-to-month,DSL,Credit card,Yes,No,1
C10600,Customer 10600,customer10600@example.com,+91-9000010599,47,100.96,4674.42,Two year,No,Electronic check,Yes,No,0
C10601,Customer 10601,customer10601@example.com,+91-9000010600,45,48.07,2258.63,Month-to-month,No,Credit card,Yes,Yes,0
C10602,Customer 10602,customer10602@example.com,+91-9000010601,57,115.58,6631.93,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
C10603,Customer 10603,customer10603@example.com,+91-9000010602,54,75.02,3761.53,One year,Fiber optic,Electronic check,No,No,1
C10604,Customer 10604,customer10604@example.com,+91-9000010603,10,100.61,1026.24,Month-to-month,Fiber optic,Credit card,No,Yes,1
C10605,Customer 10605,customer10605@example.com,+91-9000010604,60,109.97,6909.96,Two year,DSL,Credit card,Yes,No,1
C10606,Customer 10606,customer10606@example.com,+91-9000010605,39,124.88,4787.3,One year,DSL,Electronic check,Yes,No,0
C10607,Customer 10607,customer10607@example.com,+91-9000010606,24,47.39,1090.96,Two year,DSL,Mailed check,Yes,Yes,0
C10608,Customer 10608,customer10608@example.com,+91-9000010607,38,53.69,2126.38,Month-to-month,DSL,Bank transfer,No,No,1
C10609,Customer 10609,customer10609@example.com,+91-9000010608,70,50.04,3235.97,Month-to-month,DSL,Bank transfer,No,Yes,0
C10610,Customer 10610,customer10610@example.com,+91-9000010609,62,51.29,3340.55,One year,DSL,Electronic check,No,No,0
C10611,Customer 10611,customer10611@example.com,+91-9000010610,61,83.24,5324.83,Month-to-month,DSL,Electronic check,No,Yes,1
C10612,Customer 10612,customer10612@example.com,+91-9000010611,34,124.35,4490.36,Month-to-month,No,Bank transfer,No,Yes,0
C10613,Customer 10613,customer10613@example.com,+91-9000010612,57,124.03,6605.35,One year,DSL,Bank transfer,No,No,0
C10614,Customer 10614,customer10614@example.com,+91-9000010613,28,77.68,2038.54,Two year,DSL,Bank transfer,No,No,1
C10615,Customer 10615,customer10615@example.com,+91-9000010614,50,88.9,4710.1,One year,Fiber optic,Credit card,No,Yes,0
C10616,Customer 10616,customer10616@example.com,+91-9000010615,47,111.0,5196.35,Month-to-month,Fiber optic,Electronic check,No,No,1
C10617,Customer 10617,customer10617@example.com,+91-9000010616,18,118.29,2092.54,Month-to-month,Fiber optic,Credit card,No,No,1
C10618,Customer 10618,customer10618@example.com,+91-9000010617,20,45.39,918.45,One year,DSL,Credit card,No,No,0
C10619,Customer 10619,customer10619@example.com,+91-9000010618,5,77.85,361.76,Month-to-month,Fiber optic,Credit card,Yes,No,1
C10620,Customer 10620,customer10620@example.com,+91-9000010619,11,108.28,1218.47,Month-to-month,Fiber optic,Credit card,Yes,No,1
C10621,Customer 10621,customer10621@example.com,+91-9000010620,32,55.32,1896.3,Month-to-month,Fiber optic,Mailed check,Yes,No,0
C10622,Customer 10622,customer10622@example.com,+91-9000010621,35,68.98,2482.18,Month-to-month,Fiber optic,Electronic check,No,Yes,0
C10623,Customer 10623,customer10623@example.com,+91-9000010622,12,123.56,1474.31,Month-to-month,Fiber optic,Credit card,No,No,1
C10624,Customer 10624,customer10624@example.com,+91-9000010623,31,123.5,4110.82,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1
C10625,Customer 10625,customer10625@example.com,+91-9000010624,44,115.61,5240.27,One year,DSL,Bank transfer,No,Yes,0
C10626,Customer 10626,customer10626@example.com,+91-9000010625,17,104.84,1655.94,Month-to-month,Fiber optic,Electronic check,No,No,1
C10627,Customer 10627,customer10627@example.com,+91-9000010626,25,51.91,1333.06,One year,DSL,Mailed check,No,Yes,0
C10628,Customer 10628,customer10628@example.com,+91-9000010627,27,57.09,1432.84,Month-to-month,DSL,Electronic check,Yes,No,0
C10629,Customer 10629,customer10629@example.com,+91-9000010628,37,79.73,2859.02,Two year,Fiber optic,Electronic check,Yes,No,0
C10630,Customer 10630,customer10630@example.com,+91-9000010629,27,81.08,2229.68,Month-to-month,DSL,Electronic check,No,No,1
C10631,Customer 10631,customer10631@example.com,+91-9000010630,54,75.55,3894.07,Month-to-month,DSL,Bank transfer,No,No,0
C10632,Customer 10632,customer10632@example.com,+91-9000010631,24,88.67,1970.84,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10633,Customer 10633,customer10633@example.com,+91-9000010632,32,65.83,2146.32,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10634,Customer 10634,customer10634@example.com,+91-9000010633,28,99.92,2701.9,Month-to-month,Fiber optic,Mailed check,No,Yes,0
C10635,Customer 10635,customer10635@example.com,+91-9000010634,14,58.35,821.21,Two year,No,Bank transfer,Yes,Yes,0
C10636,Customer 10636,customer10636@example.com,+91-9000010635,50,58.07,2792.54,Two year,No,Bank transfer,No,No,0
C10637,Customer 10637,customer10637@example.com,+91-9000010636,17,37.72,660.37,Month-to-month,Fiber optic,Mailed check,No,No,1
C10638,Customer 10638,customer10638@example.com,+91-9000010637,22,43.87,1026.25,Month-to-month,DSL,Credit card,Yes,No,0
C10639,Customer 10639,customer10639@example.com,+91-9000010638,58,110.05,5960.67,One year,Fiber optic,Electronic check,No,Yes,0
C10640,Customer 10640,customer10640@example.com,+91-9000010639,69,69.63,5024.57,One year,Fiber optic,Electronic check,Yes,Yes,0
C10641,Customer 10641,customer10641@example.com,+91-9000010640,49,47.79,2212.86,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10642,Customer 10642,customer10642@example.com,+91-9000010641,66,100.93,6479.56,One year,DSL,Credit card,Yes,No,0
C10643,Customer 10643,customer10643@example.com,+91-9000010642,62,80.4,4871.04,Month-to-month,DSL,Bank transfer,No,No,1
C10644,Customer 10644,customer10644@example.com,+91-9000010643,35,27.12,904.6,One year,DSL,Electronic check,No,No,0
C10645,Customer 10645,customer10645@example.com,+91-9000010644,56,56.64,2956.27,Month-to-month,DSL,Credit card,Yes,No,0
C10646,Customer 10646,customer10646@example.com,+91-9000010645,24,42.7,1068.82,Month-to-month,DSL,Credit card,Yes,Yes,0
C10647,Customer 10647,customer10647@example.com,+91-9000010646,34,90.59,3224.76,Month-to-month,No,Bank transfer,Yes,No,1
C10648,Customer 10648,customer10648@example.com,+91-9000010647,39,52.5,2210.26,One year,DSL,Credit card,Yes,Yes,0
C10649,Customer 10649,customer10649@example.com,+91-9000010648,70,31.49,2357.58,Month-to-month,Fiber optic,Credit card,No,Yes,1
C10650,Customer 10650,customer10650@example.com,+91-9000010649,62,30.49,1870.61,One year,No,Credit card,No,No,0
C10651,Customer 10651,customer10651@example.com,+91-9000010650,36,83.17,2818.49,One year,Fiber optic,Credit card,Yes,Yes,0
C10652,Customer 10652,customer10652@example.com,+91-9000010651,47,27.17,1177.02,One year,Fiber optic,Credit card,No,Yes,1
C10653,Customer 10653,customer10653@example.com,+91-9000010652,15,109.88,1656.51,Month-to-month,Fiber optic,Bank transfer,No,No,1
C10654,Customer 10654,customer10654@example.com,+91-9000010653,58,40.54,2486.97,Month-to-month,DSL,Bank transfer,Yes,No,0
C10655,Customer 10655,customer10655@example.com,+91-9000010654,40,85.66,3299.16,Month-to-month,Fiber optic,Credit card,Yes,No,0
C10656,Customer 10656,customer10656@example.com,+91-9000010655,39,69.47,2578.82,One year,Fiber optic,Bank transfer,No,No,0
C10657,Customer 10657,customer10657@example.com,+91-9000010656,56,69.29,3842.34,Two year,Fiber optic,Bank transfer,No,Yes,0
C10658,Customer 10658,customer10658@example.com,+91-9000010657,46,32.18,1573.49,Month-to-month,Fiber optic,Electronic check,No,No,1
C10659,Customer 10659,customer10659@example.com,+91-9000010658,6,105.28,626.8,Two year,No,Credit card,No,Yes,0
C10660,Customer 10660,customer10660@example.com,+91-9000010659,21,114.31,2486.05,Month-to-month,Fiber optic,Bank transfer,No,No,0
C10661,Customer 10661,customer10661@example.com,+91-9000010660,13,26.1,337.27,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C10662,Customer 10662,customer10662@example.com,+91-9000010661,53,42.86,2225.41,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C10663,Customer 10663,customer10663@example.com,+91-9000010662,3,115.39,342.9,One year,Fiber optic,Electronic check,No,Yes,1
C10664,Customer 10664,customer10664@example.com,+91-9000010663,15,79.95,1250.75,Month-to-month,Fiber optic,Mailed check,Yes,No,1
